PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PCT_INHIB_DD2
RESULT_TYPE,,,,,,,,FLOAT
RESULT_DESCR,,,,,,,,Percent inhibition of P. falciparum Dd2 growth.
RESULT_UNIT,,,,,,,,PERCENT
8685,85866602,44531311,C1=CC(=CC=C1C=NNC2=CC=C(C=C2)C(=N)N)OC3=CC=C(C=C3)C(=N)N.Cl,Active,,,,100
8686,85866603,44531312,C1=CC2=C(C=C1F)NC(=C2)C=CC3=CC=NC=C3,Active,,,,89
8687,85866604,44531313,CC(C)(C)C1CCC(CC1)C(=O)C2=C(C3=CC=CC=C3C=C2)O,Active,,,,63
8688,85866605,44531314,CC(C)(C)C1CCC(CC1)CC2=C(C3=CC=CC=C3C2=O)C(=O)O,Active,,,,56
8689,85866606,44531315,C1=CC(=CC=C1CC2=NC(=NC(=N2)N)CC3=CC=C(C=C3)Cl)Cl,Inactive,,,,-2
8690,85866607,3081154,CC1=C2C(=NC(=NC2=NC=C1CC3=C(C=CC(=C3)O)OC)N)N,Active,,,,97
8691,85866608,44531316,CCCCC1=NC2=NC(=NC(=C2C=C1CCC)N)N,Inactive,,,,-3
8692,85866609,44531317,C1=CC=C2C(=C1)C=CC(=C2O)C(=O)O.C1=CC(=CC=C1CNCCCCCCNCC2=CC=C(C=C2)Cl)Cl,Inactive,,,,28
8693,85866610,44531318,C1CCC(CC1)NCC2=C(C=CC3=C2CCCC3)O.Cl,Active,,,,94
8694,85866611,44531320,COC1=CC(=C(C2=CC=CC=C21)OC)CNCCCCCCNCC3=C(C4=CC=CC=C4C(=C3)OC)OC.CS(=O)(=O)O,Inactive,,,,40
8695,85866612,44531322,COC1=CC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NCCCCCCNC4=C5C=C(C=CC5=NC6=C4C=CC(=C6)Cl)OC.Cl,Active,,,,79
8696,85866613,22609863,CN1C=NC=C1C2=CC3=C(C=C2)N=CN=C3NC4=CC=C(C=C4)OCC5=CC=CC=C5,Active,,,,99
8697,85866614,44531323,COCN1C=CC2=C1C=CC3=C2C(=NC(=N3)N)N,Inactive,,,,1
